"id","zone_name"
1105511,"Oldenburg in Holstein"
1105510,"Lensahn"
1105512,"Wangels"
1105601,"Quickborn"
1105902,"Meggerdorf"
1105904,"Stapelholm"
1106009,"Wahlstedt"
1106010,"Wiemersdorf"
1105905,"Kropp"
1105906,"Selk/Jagel/Geltorf"
1105908,"Fahrdorf/Borgwedel"
1105909,"Schleswig"
1105910,"Südangeln"
1105911,"Süderbrarup"
1105912,"Kappeln-Land"
1105914,"Kreis Schleswig-Flensburg West"
1105915,"Mittelangeln"
1105916,"Nordangeln"
1106014,"Rickling"
1106015,"Boostedt"
1106001,"Norderstedt"
1106002,"Kaltenkirchen/Henstedt-Ulzburg"
1106016,"Seedorf"
1106003,"Leezen"
1106103,"Wrist"
1106004,"Hitzhusen/Weddelbrook"
1106005,"Bad Bramstedt"
1106006,"Trave Land Ost"
1106007,"Bad Segeberg"
1106008,"Daldorf/Negernbötel"
1106011,"Latendorf/Staatsforst"
1106012,"Arnstedt"
1106017,"Bornhöved"
1106018,"Groß Kummerfeld"
1106101,"Kreis Steinburg Süd"
1106102,"Itzehoe"
1106105,"Hohenlockstedt"
1106106,"Hohenaspe"
1106108,"Wacken"
1106109,"Hennstedt/Fitzbek"
1106110,"Schenefeld"
1106201,"Kreis Stormarn"
1200001,"HH-Harburg"
1200002,"HH-Bergedorf"
1200003,"HH-Mitte"
1200004,"HH-Altona"
1200005,"HH-Eimsbüttel"
1200006,"HH-Wandsbek"
1200007,"HH-Nord"
1900001,"Jütland/A7"
1900002,"Kopenhagen/Fehmarnbelt"
1900003,"Mecklenburg-Vorpommern/A20"
1900004,"Berlin/Brandenburg/A24"
1900005,"Lüneburg/A39"
1900006,"Hannover/A7"
1900007,"Bremen/A1"
1900008,"Bremerhaven/A20"
